Market_and_Exchange_Names,Report_Date,NonComm_Long,NonComm_Short,Open_Interest,Net
SUGAR NO. 11 - ICE FUTURES U.S.,2021-10-26,164956,52839,1051847,112117
SUGAR NO. 11 - ICE FUTURES U.S.,2021-11-02,171257,52235,1059937,119022
SUGAR NO. 11 - ICE FUTURES U.S.,2021-11-09,174085,50434,1076071,123651
SUGAR NO. 11 - ICE FUTURES U.S.,2021-11-16,186162,47067,1074429,139095
SUGAR NO. 11 - ICE FUTURES U.S.,2021-11-23,201672,43783,1099101,157889
SUGAR NO. 11 - ICE FUTURES U.S.,2021-11-30,167526,56428,1049970,111098
SUGAR NO. 11 - ICE FUTURES U.S.,2021-12-07,151415,53485,1033296,97930
SUGAR NO. 11 - ICE FUTURES U.S.,2021-12-14,164976,37439,1049772,127537
SUGAR NO. 11 - ICE FUTURES U.S.,2021-12-21,148041,47025,1016420,101016
SUGAR NO. 11 - ICE FUTURES U.S.,2021-12-28,145648,44376,1018450,101272
SUGAR NO. 11 - ICE FUTURES U.S.,2022-01-04,139232,51120,1023556,88112
SUGAR NO. 11 - ICE FUTURES U.S.,2022-01-11,120844,82776,1044324,38068
SUGAR NO. 11 - ICE FUTURES U.S.,2022-01-18,119052,72385,1035833,46667
SUGAR NO. 11 - ICE FUTURES U.S.,2022-01-25,116936,56688,1023309,60248
SUGAR NO. 11 - ICE FUTURES U.S.,2022-02-01,114511,77316,1050724,37195
SUGAR NO. 11 - ICE FUTURES U.S.,2022-02-08,115568,90141,1083479,25427
SUGAR NO. 11 - ICE FUTURES U.S.,2022-02-15,122187,94392,972840,27795
SUGAR NO. 11 - ICE FUTURES U.S.,2022-02-22,123081,93356,962025,29725
SUGAR NO. 11 - ICE FUTURES U.S.,2022-03-01,118955,83361,939038,35594
SUGAR NO. 11 - ICE FUTURES U.S.,2022-03-08,154186,55095,996004,99091
SUGAR NO. 11 - ICE FUTURES U.S.,2022-03-15,106290,49567,951537,56723
SUGAR NO. 11 - ICE FUTURES U.S.,2022-03-22,108119,51438,958304,56681
SUGAR NO. 11 - ICE FUTURES U.S.,2022-03-29,113388,56828,961567,56560
SUGAR NO. 11 - ICE FUTURES U.S.,2022-04-05,133048,51735,1016384,81313
SUGAR NO. 11 - ICE FUTURES U.S.,2022-04-12,173427,46336,1098860,127091
SUGAR NO. 11 - ICE FUTURES U.S.,2022-04-19,167673,48558,1039651,119115
SUGAR NO. 11 - ICE FUTURES U.S.,2022-04-26,148129,47346,974124,100783
SUGAR NO. 11 - ICE FUTURES U.S.,2022-05-03,133111,57257,952414,75854
SUGAR NO. 11 - ICE FUTURES U.S.,2022-05-10,117883,59059,936084,58824
SUGAR NO. 11 - ICE FUTURES U.S.,2022-05-17,130179,49145,991720,81034
SUGAR NO. 11 - ICE FUTURES U.S.,2022-05-24,133993,45246,1009888,88747
SUGAR NO. 11 - ICE FUTURES U.S.,2022-05-31,131664,49175,1004674,82489
SUGAR NO. 11 - ICE FUTURES U.S.,2022-06-07,123188,49966,1001730,73222
SUGAR NO. 11 - ICE FUTURES U.S.,2022-06-14,102656,59837,964793,42819
SUGAR NO. 11 - ICE FUTURES U.S.,2022-06-21,101719,61041,906822,40678
SUGAR NO. 11 - ICE FUTURES U.S.,2022-06-28,89001,87395,869216,1606
SUGAR NO. 11 - ICE FUTURES U.S.,2022-07-05,69644,108665,856939,-39021
SUGAR NO. 11 - ICE FUTURES U.S.,2022-07-12,82049,83110,846263,-1061
SUGAR NO. 11 - ICE FUTURES U.S.,2022-07-19,89441,64454,840193,24987
SUGAR NO. 11 - ICE FUTURES U.S.,2022-07-26,69084,112635,886650,-43551
SUGAR NO. 11 - ICE FUTURES U.S.,2022-08-02,65955,133343,928763,-67388
SUGAR NO. 11 - ICE FUTURES U.S.,2022-08-09,59114,130623,934721,-71509
SUGAR NO. 11 - ICE FUTURES U.S.,2022-08-16,69346,107022,886337,-37676
SUGAR NO. 11 - ICE FUTURES U.S.,2022-08-23,74858,105049,900697,-30191
SUGAR NO. 11 - ICE FUTURES U.S.,2022-08-30,74386,97104,901085,-22718
SUGAR NO. 11 - ICE FUTURES U.S.,2022-09-06,77003,107176,913375,-30173
SUGAR NO. 11 - ICE FUTURES U.S.,2022-09-13,83847,101379,902761,-17532
SUGAR NO. 11 - ICE FUTURES U.S.,2022-09-20,75525,115041,867633,-39516
SUGAR NO. 11 - ICE FUTURES U.S.,2022-09-27,82427,110950,837868,-28523
SUGAR NO. 11 - ICE FUTURES U.S.,2022-10-04,81302,107825,817174,-26523
SUGAR NO. 11 - ICE FUTURES U.S.,2022-10-11,92688,79666,835059,13022
SUGAR NO. 11 - ICE FUTURES U.S.,2022-10-18,113933,74326,846976,39607
SUGAR NO. 11 - ICE FUTURES U.S.,2022-10-25,109711,81819,856140,27892
SUGAR NO. 11 - ICE FUTURES U.S.,2022-11-01,99182,101124,884550,-1942
SUGAR NO. 11 - ICE FUTURES U.S.,2022-11-08,104339,91815,920099,12524
SUGAR NO. 11 - ICE FUTURES U.S.,2022-11-15,162013,75354,1008911,86659
SUGAR NO. 11 - ICE FUTURES U.S.,2022-11-22,190681,69178,1047015,121503
SUGAR NO. 11 - ICE FUTURES U.S.,2022-11-29,183484,68405,1045123,115079
SUGAR NO. 11 - ICE FUTURES U.S.,2022-12-06,185414,66713,1047883,118701
SUGAR NO. 11 - ICE FUTURES U.S.,2022-12-13,191699,64290,1071353,127409
SUGAR NO. 11 - ICE FUTURES U.S.,2022-12-20,227075,63652,1078177,163423
SUGAR NO. 11 - ICE FUTURES U.S.,2022-12-27,240581,66231,1100767,174350
SUGAR NO. 11 - ICE FUTURES U.S.,2023-01-03,223706,65714,1089101,157992
SUGAR NO. 11 - ICE FUTURES U.S.,2023-01-10,178346,63266,1054988,115080
SUGAR NO. 11 - ICE FUTURES U.S.,2023-01-17,182401,63058,1042339,119343
SUGAR NO. 11 - ICE FUTURES U.S.,2023-01-24,176679,61573,1065027,115106
SUGAR NO. 11 - ICE FUTURES U.S.,2023-01-31,233479,61507,1203234,171972
SUGAR NO. 11 - ICE FUTURES U.S.,2023-02-07,223011,64365,1191350,158646
SUGAR NO. 11 - ICE FUTURES U.S.,2023-02-14,232054,71172,1187635,160882
SUGAR NO. 11 - ICE FUTURES U.S.,2023-02-21,222867,69591,1073444,153276
SUGAR NO. 11 - ICE FUTURES U.S.,2023-02-28,217597,74448,1069826,143149
SUGAR NO. 11 - ICE FUTURES U.S.,2023-03-07,225193,73414,1133679,151779
SUGAR NO. 11 - ICE FUTURES U.S.,2023-03-14,212361,78317,1128553,134044
SUGAR NO. 11 - ICE FUTURES U.S.,2023-03-21,201501,74528,1107831,126973
SUGAR NO. 11 - ICE FUTURES U.S.,2023-03-28,210051,71834,1151440,138217
SUGAR NO. 11 - ICE FUTURES U.S.,2023-04-04,215570,64017,1255950,151553
SUGAR NO. 11 - ICE FUTURES U.S.,2023-04-11,218017,62871,1290899,155146
SUGAR NO. 11 - ICE FUTURES U.S.,2023-04-18,214888,57141,1187244,157747
SUGAR NO. 11 - ICE FUTURES U.S.,2023-04-25,222410,59845,1235305,162565
SUGAR NO. 11 - ICE FUTURES U.S.,2023-05-02,215173,60115,1226026,155058
SUGAR NO. 11 - ICE FUTURES U.S.,2023-05-09,220523,55886,1266634,164637
SUGAR NO. 11 - ICE FUTURES U.S.,2023-05-16,219065,54950,1258695,164115
SUGAR NO. 11 - ICE FUTURES U.S.,2023-05-23,228152,59036,1284085,169116
SUGAR NO. 11 - ICE FUTURES U.S.,2023-05-30,212218,65065,1261387,147153
SUGAR NO. 11 - ICE FUTURES U.S.,2023-06-06,199328,64326,1305774,135002
SUGAR NO. 11 - ICE FUTURES U.S.,2023-06-13,205774,58774,1289492,147000
SUGAR NO. 11 - ICE FUTURES U.S.,2023-06-20,220914,62656,1174330,158258
SUGAR NO. 11 - ICE FUTURES U.S.,2023-06-27,178181,65231,1091655,112950
SUGAR NO. 11 - ICE FUTURES U.S.,2023-07-03,153314,63535,1081007,89779
SUGAR NO. 11 - ICE FUTURES U.S.,2023-07-11,150574,65139,1096076,85435
SUGAR NO. 11 - ICE FUTURES U.S.,2023-07-18,156211,66897,1091472,89314
SUGAR NO. 11 - ICE FUTURES U.S.,2023-07-25,179881,66826,1138920,113055
SUGAR NO. 11 - ICE FUTURES U.S.,2023-08-01,166948,68089,1149702,98859
SUGAR NO. 11 - ICE FUTURES U.S.,2023-08-08,149703,69046,1140328,80657
SUGAR NO. 11 - ICE FUTURES U.S.,2023-08-15,145435,67556,1149070,77879
SUGAR NO. 11 - ICE FUTURES U.S.,2023-08-22,139167,64629,1164731,74538
SUGAR NO. 11 - ICE FUTURES U.S.,2023-08-29,169539,65569,1201103,103970
SUGAR NO. 11 - ICE FUTURES U.S.,2023-09-05,198634,65849,1251132,132785
SUGAR NO. 11 - ICE FUTURES U.S.,2023-09-12,205598,67382,1287476,138216
SUGAR NO. 11 - ICE FUTURES U.S.,2023-09-19,214678,67301,1176429,147377
SUGAR NO. 11 - ICE FUTURES U.S.,2023-09-26,210350,65342,1114272,145008
SUGAR NO. 11 - ICE FUTURES U.S.,2023-10-03,193395,66426,1031047,126969
SUGAR NO. 11 - ICE FUTURES U.S.,2023-10-10,200588,67259,1060182,133329
SUGAR NO. 11 - ICE FUTURES U.S.,2023-10-17,204357,67861,1086989,136496
SUGAR NO. 11 - ICE FUTURES U.S.,2023-10-24,203359,72800,1106342,130559
SUGAR NO. 11 - ICE FUTURES U.S.,2023-10-31,188051,73071,1112667,114980
SUGAR NO. 11 - ICE FUTURES U.S.,2023-11-07,207468,71809,1137008,135659
SUGAR NO. 11 - ICE FUTURES U.S.,2023-11-14,199986,61287,1114866,138699
SUGAR NO. 11 - ICE FUTURES U.S.,2023-11-21,199804,58166,1133077,141638
SUGAR NO. 11 - ICE FUTURES U.S.,2023-11-28,182784,61055,1129500,121729
SUGAR NO. 11 - ICE FUTURES U.S.,2023-12-05,139800,60701,1110702,79099
SUGAR NO. 11 - ICE FUTURES U.S.,2023-12-12,88719,61645,1066781,27074
SUGAR NO. 11 - ICE FUTURES U.S.,2023-12-19,78264,68397,1043522,9867
SUGAR NO. 11 - ICE FUTURES U.S.,2023-12-26,75347,76654,1082449,-1307
SUGAR NO. 11 - ICE FUTURES U.S.,2024-01-02,75706,77171,1116902,-1465
SUGAR NO. 11 - ICE FUTURES U.S.,2024-01-09,69562,78301,1106520,-8739
SUGAR NO. 11 - ICE FUTURES U.S.,2024-01-16,67761,78369,1080547,-10608
SUGAR NO. 11 - ICE FUTURES U.S.,2024-01-23,72317,74544,1101422,-2227
SUGAR NO. 11 - ICE FUTURES U.S.,2024-01-30,78907,78006,1133085,901
SUGAR NO. 11 - ICE FUTURES U.S.,2024-02-06,84030,76874,1158219,7156
SUGAR NO. 11 - ICE FUTURES U.S.,2024-02-13,82999,69892,1154590,13107
SUGAR NO. 11 - ICE FUTURES U.S.,2024-02-20,81711,77152,1007162,4559
SUGAR NO. 11 - ICE FUTURES U.S.,2024-02-27,88764,66814,991472,21950
SUGAR NO. 11 - ICE FUTURES U.S.,2024-03-05,84227,82851,1018600,1376
SUGAR NO. 11 - ICE FUTURES U.S.,2024-03-12,85624,72148,997591,13476
SUGAR NO. 11 - ICE FUTURES U.S.,2024-03-19,79092,71081,1006177,8011
SUGAR NO. 11 - ICE FUTURES U.S.,2024-03-26,91197,66749,1010825,24448
SUGAR NO. 11 - ICE FUTURES U.S.,2024-04-02,101729,63201,1016901,38528
SUGAR NO. 11 - ICE FUTURES U.S.,2024-04-09,101017,74157,1006558,26860
SUGAR NO. 11 - ICE FUTURES U.S.,2024-04-16,91214,101766,958466,-10552
SUGAR NO. 11 - ICE FUTURES U.S.,2024-04-23,91537,119562,975913,-28025
SUGAR NO. 11 - ICE FUTURES U.S.,2024-04-30,85848,123532,983132,-37684
SUGAR NO. 11 - ICE FUTURES U.S.,2024-05-07,87014,131368,977882,-44354
SUGAR NO. 11 - ICE FUTURES U.S.,2024-05-14,83055,141329,991735,-58274
SUGAR NO. 11 - ICE FUTURES U.S.,2024-05-21,83243,152733,1016817,-69490
SUGAR NO. 11 - ICE FUTURES U.S.,2024-05-28,85978,154106,1035917,-68128
SUGAR NO. 11 - ICE FUTURES U.S.,2024-06-04,82022,155441,1047600,-73419
SUGAR NO. 11 - ICE FUTURES U.S.,2024-06-11,81782,146026,1027963,-64244
SUGAR NO. 11 - ICE FUTURES U.S.,2024-06-18,78464,126824,951473,-48360
SUGAR NO. 11 - ICE FUTURES U.S.,2024-06-25,77752,113565,944816,-35813
SUGAR NO. 11 - ICE FUTURES U.S.,2024-07-02,84879,91420,928716,-6541
SUGAR NO. 11 - ICE FUTURES U.S.,2024-07-09,78665,85220,920207,-6555
SUGAR NO. 11 - ICE FUTURES U.S.,2024-07-16,81001,88858,905953,-7857
SUGAR NO. 11 - ICE FUTURES U.S.,2024-07-23,74314,117323,928685,-43009
SUGAR NO. 11 - ICE FUTURES U.S.,2024-07-30,83551,123033,939030,-39482
SUGAR NO. 11 - ICE FUTURES U.S.,2024-08-06,81175,140036,955730,-58861
SUGAR NO. 11 - ICE FUTURES U.S.,2024-08-13,83662,129347,963137,-45685
SUGAR NO. 11 - ICE FUTURES U.S.,2024-08-20,78511,144433,974043,-65922
SUGAR NO. 11 - ICE FUTURES U.S.,2024-08-27,80067,117184,1002177,-37117
SUGAR NO. 11 - ICE FUTURES U.S.,2024-09-03,80120,95958,1005338,-15838
SUGAR NO. 11 - ICE FUTURES U.S.,2024-09-10,72395,95073,991178,-22678
SUGAR NO. 11 - ICE FUTURES U.S.,2024-09-17,80054,84304,885845,-4250
SUGAR NO. 11 - ICE FUTURES U.S.,2024-09-24,103059,71126,991992,31933
SUGAR NO. 11 - ICE FUTURES U.S.,2024-10-01,131935,86624,985088,45311
SUGAR NO. 11 - ICE FUTURES U.S.,2024-10-08,125684,111514,991433,14170
SUGAR NO. 11 - ICE FUTURES U.S.,2024-10-15,130450,114050,993519,16400
SUGAR NO. 11 - ICE FUTURES U.S.,2024-10-22,115895,121130,984815,-5235
SUGAR NO. 11 - ICE FUTURES U.S.,2024-10-29,114493,129499,1010508,-15006
SUGAR NO. 11 - ICE FUTURES U.S.,2024-11-05,114920,131124,1021437,-16204
SUGAR NO. 11 - ICE FUTURES U.S.,2024-11-12,104578,136609,1008257,-32031
SUGAR NO. 11 - ICE FUTURES U.S.,2024-11-19,108896,138572,1032397,-29676
SUGAR NO. 11 - ICE FUTURES U.S.,2024-11-26,110835,138693,1027600,-27858
SUGAR NO. 11 - ICE FUTURES U.S.,2024-12-03,110737,131195,1041607,-20458
SUGAR NO. 11 - ICE FUTURES U.S.,2024-12-10,113979,131508,1078053,-17529
SUGAR NO. 11 - ICE FUTURES U.S.,2024-12-17,95440,143208,1072224,-47768
SUGAR NO. 11 - ICE FUTURES U.S.,2024-12-24,96915,150235,1092684,-53320
SUGAR NO. 11 - ICE FUTURES U.S.,2024-12-31,98811,164675,1105628,-65864
SUGAR NO. 11 - ICE FUTURES U.S.,2025-01-07,98966,162879,1096373,-63913
SUGAR NO. 11 - ICE FUTURES U.S.,2025-01-14,87858,190325,1147144,-102467
SUGAR NO. 11 - ICE FUTURES U.S.,2025-01-21,86949,224216,1151601,-137267
SUGAR NO. 11 - ICE FUTURES U.S.,2025-01-28,88321,222132,1166425,-133811
SUGAR NO. 11 - ICE FUTURES U.S.,2025-02-04,89220,220979,1176447,-131759
SUGAR NO. 11 - ICE FUTURES U.S.,2025-02-11,90153,219707,1182381,-129554
SUGAR NO. 11 - ICE FUTURES U.S.,2025-02-18,90417,203784,1097488,-113367
SUGAR NO. 11 - ICE FUTURES U.S.,2025-02-25,89871,160708,1089227,-70837
SUGAR NO. 11 - ICE FUTURES U.S.,2025-03-04,74565,154965,1018326,-80400
SUGAR NO. 11 - ICE FUTURES U.S.,2025-03-11,73668,166605,1005822,-92937
SUGAR NO. 11 - ICE FUTURES U.S.,2025-03-18,92782,157902,1036250,-65120
SUGAR NO. 11 - ICE FUTURES U.S.,2025-03-25,108444,159903,1030802,-51459
SUGAR NO. 11 - ICE FUTURES U.S.,2025-04-01,114508,159604,1027031,-45096
SUGAR NO. 11 - ICE FUTURES U.S.,2025-04-08,99987,149153,1002227,-49166
SUGAR NO. 11 - ICE FUTURES U.S.,2025-04-15,97871,149614,962590,-51743
SUGAR NO. 11 - ICE FUTURES U.S.,2025-04-22,102134,146868,942943,-44734
SUGAR NO. 11 - ICE FUTURES U.S.,2025-04-29,100891,144159,936348,-43268
SUGAR NO. 11 - ICE FUTURES U.S.,2025-05-06,102807,154616,928094,-51809
SUGAR NO. 11 - ICE FUTURES U.S.,2025-05-13,107002,156299,925866,-49297
SUGAR NO. 11 - ICE FUTURES U.S.,2025-05-20,105587,155923,933514,-50336
SUGAR NO. 11 - ICE FUTURES U.S.,2025-05-27,112853,168069,957057,-55216
SUGAR NO. 11 - ICE FUTURES U.S.,2025-06-03,116605,190808,1016713,-74203
SUGAR NO. 11 - ICE FUTURES U.S.,2025-06-10,119869,205336,1057205,-85467
SUGAR NO. 11 - ICE FUTURES U.S.,2025-06-17,112339,214047,987411,-101708
SUGAR NO. 11 - ICE FUTURES U.S.,2025-06-24,110271,219474,976867,-109203
SUGAR NO. 11 - ICE FUTURES U.S.,2025-07-01,108407,233241,975567,-124834
SUGAR NO. 11 - ICE FUTURES U.S.,2025-07-08,111435,231257,985518,-119822
SUGAR NO. 11 - ICE FUTURES U.S.,2025-07-15,115389,225636,993882,-110247
SUGAR NO. 11 - ICE FUTURES U.S.,2025-07-22,110718,227844,999710,-117126
SUGAR NO. 11 - ICE FUTURES U.S.,2025-07-29,110342,231825,1009667,-121483
SUGAR NO. 11 - ICE FUTURES U.S.,2025-08-05,104594,243731,1030852,-139137
SUGAR NO. 11 - ICE FUTURES U.S.,2025-08-12,114439,236312,1040513,-121873
SUGAR NO. 11 - ICE FUTURES U.S.,2025-08-19,106279,236867,1038222,-130588
SUGAR NO. 11 - ICE FUTURES U.S.,2025-08-26,106675,239488,1054063,-132813
SUGAR NO. 11 - ICE FUTURES U.S.,2025-09-02,97171,245556,1082736,-148385
SUGAR NO. 11 - ICE FUTURES U.S.,2025-09-09,83063,266590,1107568,-183527
SUGAR NO. 11 - ICE FUTURES U.S.,2025-09-16,88393,234489,1021095,-146096
SUGAR NO. 11 - ICE FUTURES U.S.,2025-09-23,79257,247614,1012265,-168357
SUGAR NO. 11 - ICE FUTURES U.S.,2025-09-30,95318,234045,982005,-138727
SUGAR NO. 11 - ICE FUTURES U.S.,2025-10-07,91888,234477,961639,-142589
SUGAR NO. 11 - ICE FUTURES U.S.,2025-10-14,88438,258118,1005143,-169680
SUGAR NO. 11 - ICE FUTURES U.S.,2025-10-21,78770,245660,1020385,-166890
SUGAR NO. 11 - ICE FUTURES U.S.,2025-10-28,78808,265886,1064597,-187078
SUGAR NO. 11 - ICE FUTURES U.S.,2025-11-04,77505,294436,1109740,-216931
SUGAR NO. 11 - ICE FUTURES U.S.,2025-11-10,76997,290767,1124833,-213770
SUGAR NO. 11 - ICE FUTURES U.S.,2025-11-18,69565,271475,1114344,-201910
SUGAR NO. 11 - ICE FUTURES U.S.,2025-11-25,69061,278112,1119501,-209051
SUGAR NO. 11 - ICE FUTURES U.S.,2025-12-02,71275,265479,1126784,-194204
SUGAR NO. 11 - ICE FUTURES U.S.,2025-12-09,78500,266718,1114061,-188218
SUGAR NO. 11 - ICE FUTURES U.S.,2025-12-16,78221,255472,1088161,-177251
SUGAR NO. 11 - ICE FUTURES U.S.,2025-12-23,83057,248661,1089237,-165604
SUGAR NO. 11 - ICE FUTURES U.S.,2025-12-30,79438,238540,1078540,-159102
SUGAR NO. 11 - ICE FUTURES U.S.,2026-01-06,74373,245129,1101827,-170756
SUGAR NO. 11 - ICE FUTURES U.S.,2026-01-13,66744,247932,1130938,-181188
SUGAR NO. 11 - ICE FUTURES U.S.,2026-01-20,65124,257084,1144934,-191960
SUGAR NO. 11 - ICE FUTURES U.S.,2026-01-27,76662,250405,1179469,-173743
SUGAR NO. 11 - ICE FUTURES U.S.,2026-02-03,75745,290223,1243607,-214478
SUGAR NO. 11 - ICE FUTURES U.S.,2026-02-10,90421,319983,1288048,-229562
SUGAR NO. 11 - ICE FUTURES U.S.,2026-02-17,93797,348911,1247362,-255114
SUGAR NO. 11 - ICE FUTURES U.S.,2026-02-24,103983,349846,1203496,-245863
SUGAR NO. 11 - ICE FUTURES U.S.,2026-03-03,115323,353136,1204635,-237813
SUGAR NO. 11 - ICE FUTURES U.S.,2026-03-10,118042,331136,1203317,-213094
SUGAR NO. 11 - ICE FUTURES U.S.,2026-03-17,112453,328890,1173307,-216437
SUGAR NO. 11 - ICE FUTURES U.S.,2026-03-24,128725,254874,1155009,-126149
SUGAR NO. 11 - ICE FUTURES U.S.,2026-03-31,112654,211708,1133934,-99054
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-01-03,127987,19098,766787,108889
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-01-10,129124,23298,786174,105826
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-01-17,129379,13997,788516,115382
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-01-24,98354,16804,820571,81550
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-01-31,92463,17093,846390,75370
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-02-07,89633,13252,837710,76381
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-02-14,81878,14226,749685,67652
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-02-21,83530,16708,748834,66822
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-02-28,79444,19440,723811,60004
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-03-07,79069,16208,721339,62861
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-03-14,76930,12670,696680,64260
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-03-21,83358,12444,715129,70914
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-03-28,91262,11495,762937,79767
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-04-04,92136,8495,769412,83641
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-04-11,93204,10133,733183,83071
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-04-18,94705,11548,687712,83157
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-04-25,88747,10731,688044,78016
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-05-02,97057,11141,714366,85916
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-05-09,103427,16058,720510,87369
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-05-16,105795,14063,711115,91732
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-05-23,93334,15597,710827,77737
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-05-30,93596,15273,709571,78323
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-06-06,89396,13732,706317,75664
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-06-13,87015,16292,609988,70723
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-06-20,90110,12776,609248,77334
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-06-27,91702,12854,609094,78848
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-07-03,90996,12246,609997,78750
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-07-11,96969,18611,638156,78358
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-07-18,92798,20367,626144,72431
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-07-25,88114,17526,630918,70588
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-08-01,87801,28208,632610,59593
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-08-08,80405,31589,642302,48816
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-08-15,83087,36123,664127,46964
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-08-22,83891,34957,671225,48934
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-08-29,86541,38428,693224,48113
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-09-05,89447,45675,708389,43772
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-09-12,86440,49339,643641,37101
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-09-19,85240,41208,645026,44032
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-09-26,79195,44144,636649,35051
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-10-03,76048,50750,607584,25298
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-10-10,78194,43855,604290,34339
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-10-17,80524,35649,637302,44875
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-10-24,81265,37957,643592,43308
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-10-31,77824,40261,661406,37563
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-11-07,76616,42775,677284,33841
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-11-14,74064,38246,686189,35818
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-11-21,70000,40243,698652,29757
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-11-28,74393,36401,724881,37992
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-12-05,73366,43948,756391,29418
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-12-12,77333,53934,761757,23399
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-12-19,79218,42952,777807,36266
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2006-12-26,79135,44345,778203,34790
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-01-03,76228,60414,786586,15814
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-01-09,72789,75607,805266,-2818
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-01-16,72139,81220,830722,-9081
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-01-23,74311,84259,851850,-9948
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-01-30,74365,95236,877415,-20871
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-02-06,72504,107586,908368,-35082
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-02-13,70726,104507,824186,-33781
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-02-20,73612,83762,823882,-10150
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-02-27,83606,84846,807778,-1240
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-03-06,91861,60616,796661,31245
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-03-13,87456,66177,795928,21279
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-03-20,87118,88138,805044,-1020
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-03-27,90514,104575,814762,-14061
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-04-03,92064,118733,827457,-26669
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-04-10,97415,134707,839038,-37292
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-04-17,101167,131547,819907,-30380
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-04-24,96058,133896,841860,-37838
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-05-01,109899,130782,873840,-20883
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-05-08,117265,131815,888267,-14550
